# P(phi|x) [1/rad]: each x column normalized over phi. blank line separates x scans (for surf)
x phi p
0.0250 6.02139 0.02166
0.0250 6.19592 0.03443

0.0350 0.08727 0.06260
0.0350 0.26180 0.09695
0.0350 0.43633 0.15238
0.0350 0.61087 0.21445
0.0350 0.78540 0.29802
0.0350 0.95993 0.39540
0.0350 1.13446 0.46632
0.0350 1.30900 0.52260
0.0350 1.48353 0.55410
0.0350 1.65806 0.57023
0.0350 1.83260 0.54588
0.0350 2.00713 0.47349
0.0350 2.18166 0.38570
0.0350 2.35619 0.29918
0.0350 2.53073 0.21488
0.0350 2.70526 0.15312
0.0350 2.87979 0.09853
0.0350 3.05433 0.05596
0.0350 3.22886 0.03541
0.0350 3.40339 0.02076
0.0350 3.57792 0.01212
0.0350 3.75246 0.00580
0.0350 3.92699 0.00548
0.0350 4.10152 0.00274
0.0350 4.27606 0.00148
0.0350 4.45059 0.00179
0.0350 4.62512 0.00063
0.0350 4.79966 0.00169
0.0350 4.97419 0.00148
0.0350 5.14872 0.00263
0.0350 5.32325 0.00316
0.0350 5.49779 0.00443
0.0350 5.67232 0.00664
0.0350 5.84685 0.01128
0.0350 6.02139 0.01865
0.0350 6.19592 0.03362

0.0450 0.08727 0.06594
0.0450 0.26180 0.10548
0.0450 0.43633 0.14318
0.0450 0.61087 0.22402
0.0450 0.78540 0.29483
0.0450 0.95993 0.38434
0.0450 1.13446 0.45816
0.0450 1.30900 0.52040
0.0450 1.48353 0.56384
0.0450 1.65806 0.57933
0.0450 1.83260 0.53637
0.0450 2.00713 0.46907
0.0450 2.18166 0.38210
0.0450 2.35619 0.30466
0.0450 2.53073 0.21340
0.0450 2.70526 0.15087
0.0450 2.87979 0.09905
0.0450 3.05433 0.05717
0.0450 3.22886 0.03594
0.0450 3.40339 0.01860
0.0450 3.57792 0.01149
0.0450 3.75246 0.00604
0.0450 3.92699 0.00409
0.0450 4.10152 0.00360
0.0450 4.27606 0.00175
0.0450 4.45059 0.00302
0.0450 4.62512 0.00127
0.0450 4.79966 0.00146
0.0450 4.97419 0.00234
0.0450 5.14872 0.00224
0.0450 5.32325 0.00292
0.0450 5.49779 0.00468
0.0450 5.67232 0.00799
0.0450 5.84685 0.01198
0.0450 6.02139 0.02172
0.0450 6.19592 0.03623

0.0550 0.08727 0.05744
0.0550 0.26180 0.09870
0.0550 0.43633 0.15084
0.0550 0.61087 0.21286
0.0550 0.78540 0.29915
0.0550 0.95993 0.37610
0.0550 1.13446 0.47165
0.0550 1.30900 0.53107
0.0550 1.48353 0.56649
0.0550 1.65806 0.58051
0.0550 1.83260 0.52873
0.0550 2.00713 0.47273
0.0550 2.18166 0.39264
0.0550 2.35619 0.29358
0.0550 2.53073 0.22419
0.0550 2.70526 0.14652
0.0550 2.87979 0.09358
0.0550 3.05433 0.06041
0.0550 3.22886 0.03407
0.0550 3.40339 0.01942
0.0550 3.57792 0.01115
0.0550 3.75246 0.00620
0.0550 3.92699 0.00494
0.0550 4.10152 0.00279
0.0550 4.27606 0.00261
0.0550 4.45059 0.00153
0.0550 4.62512 0.00216
0.0550 4.79966 0.00135
0.0550 4.97419 0.00153
0.0550 5.14872 0.00189
0.0550 5.32325 0.00351
0.0550 5.49779 0.00378
0.0550 5.67232 0.00674
0.0550 5.84685 0.01178
0.0550 6.02139 0.02157
0.0550 6.19592 0.03542

0.0650 0.08727 0.05573
0.0650 0.26180 0.09491
0.0650 0.43633 0.15105
0.0650 0.61087 0.21904
0.0650 0.78540 0.30474
0.0650 0.95993 0.37800
0.0650 1.13446 0.47777
0.0650 1.30900 0.54337
0.0650 1.48353 0.57704
0.0650 1.65806 0.56733
0.0650 1.83260 0.53835
0.0650 2.00713 0.47390
0.0650 2.18166 0.38113
0.0650 2.35619 0.28943
0.0650 2.53073 0.21139
0.0650 2.70526 0.14002
0.0650 2.87979 0.09269
0.0650 3.05433 0.05630
0.0650 3.22886 0.03301
0.0650 3.40339 0.01836
0.0650 3.57792 0.01251
0.0650 3.75246 0.00667
0.0650 3.92699 0.00445
0.0650 4.10152 0.00379
0.0650 4.27606 0.00222
0.0650 4.45059 0.00165
0.0650 4.62512 0.00222
0.0650 4.79966 0.00247
0.0650 4.97419 0.00222
0.0650 5.14872 0.00280
0.0650 5.32325 0.00239
0.0650 5.49779 0.00535
0.0650 5.67232 0.00683
0.0650 5.84685 0.01317
0.0650 6.02139 0.02198
0.0650 6.19592 0.03531

0.0750 0.08727 0.05946
0.0750 0.26180 0.09326
0.0750 0.43633 0.14621
0.0750 0.61087 0.21928
0.0750 0.78540 0.30304
0.0750 0.95993 0.37678
0.0750 1.13446 0.47968
0.0750 1.30900 0.53966
0.0750 1.48353 0.57115
0.0750 1.65806 0.56928
0.0750 1.83260 0.53592
0.0750 2.00713 0.47796
0.0750 2.18166 0.38134
0.0750 2.35619 0.29683
0.0750 2.53073 0.21299
0.0750 2.70526 0.14516
0.0750 2.87979 0.09214
0.0750 3.05433 0.05901
0.0750 3.22886 0.03373
0.0750 3.40339 0.01802
0.0750 3.57792 0.01077
0.0750 3.75246 0.00546
0.0750 3.92699 0.00419
0.0750 4.10152 0.00292
0.0750 4.27606 0.00224
0.0750 4.45059 0.00172
0.0750 4.62512 0.00187
0.0750 4.79966 0.00224
0.0750 4.97419 0.00209
0.0750 5.14872 0.00194
0.0750 5.32325 0.00224
0.0750 5.49779 0.00449
0.0750 5.67232 0.00673
0.0750 5.84685 0.01204
0.0750 6.02139 0.02244
0.0750 6.19592 0.03530

0.0850 0.08727 0.05986
0.0850 0.26180 0.10020
0.0850 0.43633 0.14570
0.0850 0.61087 0.21026
0.0850 0.78540 0.29814
0.0850 0.95993 0.39031
0.0850 1.13446 0.47180
0.0850 1.30900 0.54173
0.0850 1.48353 0.57220
0.0850 1.65806 0.56445
0.0850 1.83260 0.53003
0.0850 2.00713 0.47309
0.0850 2.18166 0.39194
0.0850 2.35619 0.29957
0.0850 2.53073 0.21284
0.0850 2.70526 0.14774
0.0850 2.87979 0.09115
0.0850 3.05433 0.05748
0.0850 3.22886 0.03204
0.0850 3.40339 0.01979
0.0850 3.57792 0.01245
0.0850 3.75246 0.00701
0.0850 3.92699 0.00374
0.0850 4.10152 0.00286
0.0850 4.27606 0.00150
0.0850 4.45059 0.00150
0.0850 4.62512 0.00197
0.0850 4.79966 0.00177
0.0850 4.97419 0.00170
0.0850 5.14872 0.00163
0.0850 5.32325 0.00333
0.0850 5.49779 0.00531
0.0850 5.67232 0.00837
0.0850 5.84685 0.01184
0.0850 6.02139 0.01952
0.0850 6.19592 0.03476

0.0950 0.08727 0.05858
0.0950 0.26180 0.09481
0.0950 0.43633 0.14884
0.0950 0.61087 0.21196
0.0950 0.78540 0.30081
0.0950 0.95993 0.38629
0.0950 1.13446 0.46095
0.0950 1.30900 0.53654
0.0950 1.48353 0.56515
0.0950 1.65806 0.58235
0.0950 1.83260 0.52954
0.0950 2.00713 0.47612
0.0950 2.18166 0.38395
0.0950 2.35619 0.29461
0.0950 2.53073 0.21325
0.0950 2.70526 0.15007
0.0950 2.87979 0.09751
0.0950 3.05433 0.06030
0.0950 3.22886 0.03942
0.0950 3.40339 0.02020
0.0950 3.57792 0.01234
0.0950 3.75246 0.00817
0.0950 3.92699 0.00454
0.0950 4.10152 0.00258
0.0950 4.27606 0.00209
0.0950 4.45059 0.00160
0.0950 4.62512 0.00104
0.0950 4.79966 0.00221
0.0950 4.97419 0.00166
0.0950 5.14872 0.00221
0.0950 5.32325 0.00313
0.0950 5.49779 0.00461
0.0950 5.67232 0.00694
0.0950 5.84685 0.01099
0.0950 6.02139 0.02008
0.0950 6.19592 0.03414

0.1050 0.08727 0.06306
0.1050 0.26180 0.09690
0.1050 0.43633 0.15181
0.1050 0.61087 0.21320
0.1050 0.78540 0.30441
0.1050 0.95993 0.39327
0.1050 1.13446 0.46926
0.1050 1.30900 0.52546
0.1050 1.48353 0.57051
0.1050 1.65806 0.55824
0.1050 1.83260 0.53366
0.1050 2.00713 0.46926
0.1050 2.18166 0.38369
0.1050 2.35619 0.29972
0.1050 2.53073 0.21604
0.1050 2.70526 0.14668
0.1050 2.87979 0.09483
0.1050 3.05433 0.05843
0.1050 3.22886 0.03602
0.1050 3.40339 0.02113
0.1050 3.57792 0.01344
0.1050 3.75246 0.00652
0.1050 3.92699 0.00496
0.1050 4.10152 0.00407
0.1050 4.27606 0.00217
0.1050 4.45059 0.00217
0.1050 4.62512 0.00151
0.1050 4.79966 0.00145
0.1050 4.97419 0.00173
0.1050 5.14872 0.00223
0.1050 5.32325 0.00290
0.1050 5.49779 0.00524
0.1050 5.67232 0.00714
0.1050 5.84685 0.01271
0.1050 6.02139 0.02007
0.1050 6.19592 0.03568

0.1150 0.08727 0.05953
0.1150 0.26180 0.09692
0.1150 0.43633 0.15119
0.1150 0.61087 0.21549
0.1150 0.78540 0.29826
0.1150 0.95993 0.38615
0.1150 1.13446 0.47070
0.1150 1.30900 0.54474
0.1150 1.48353 0.56554
0.1150 1.65806 0.56852
0.1150 1.83260 0.53446
0.1150 2.00713 0.46241
0.1150 2.18166 0.37954
0.1150 2.35619 0.29558
0.1150 2.53073 0.21698
0.1150 2.70526 0.14732
0.1150 2.87979 0.09245
0.1150 3.05433 0.06172
0.1150 3.22886 0.03347
0.1150 3.40339 0.01931
0.1150 3.57792 0.01221
0.1150 3.75246 0.00809
0.1150 3.92699 0.00387
0.1150 4.10152 0.00308
0.1150 4.27606 0.00228
0.1150 4.45059 0.00233
0.1150 4.62512 0.00189
0.1150 4.79966 0.00204
0.1150 4.97419 0.00204
0.1150 5.14872 0.00308
0.1150 5.32325 0.00427
0.1150 5.49779 0.00472
0.1150 5.67232 0.00710
0.1150 5.84685 0.01266
0.1150 6.02139 0.02239
0.1150 6.19592 0.03724

0.1250 0.08727 0.05432
0.1250 0.26180 0.09596
0.1250 0.43633 0.14436
0.1250 0.61087 0.21647
0.1250 0.78540 0.29023
0.1250 0.95993 0.37822
0.1250 1.13446 0.46564
0.1250 1.30900 0.53539
0.1250 1.48353 0.57125
0.1250 1.65806 0.58246
0.1250 1.83260 0.53726
0.1250 2.00713 0.47431
0.1250 2.18166 0.38979
0.1250 2.35619 0.29953
0.1250 2.53073 0.21220
0.1250 2.70526 0.15027
0.1250 2.87979 0.09520
0.1250 3.05433 0.06184
0.1250 3.22886 0.03474
0.1250 3.40339 0.02020
0.1250 3.57792 0.01143
0.1250 3.75246 0.00632
0.1250 3.92699 0.00360
0.1250 4.10152 0.00245
0.1250 4.27606 0.00169
0.1250 4.45059 0.00151
0.1250 4.62512 0.00125
0.1250 4.79966 0.00142
0.1250 4.97419 0.00187
0.1250 5.14872 0.00262
0.1250 5.32325 0.00365
0.1250 5.49779 0.00534
0.1250 5.67232 0.00796
0.1250 5.84685 0.01277
0.1250 6.02139 0.02095
0.1250 6.19592 0.03510

0.1350 0.08727 0.05932
0.1350 0.26180 0.09298
0.1350 0.43633 0.14766
0.1350 0.61087 0.21573
0.1350 0.78540 0.29964
0.1350 0.95993 0.39279
0.1350 1.13446 0.46642
0.1350 1.30900 0.53335
0.1350 1.48353 0.56730
0.1350 1.65806 0.56081
0.1350 1.83260 0.53319
0.1350 2.00713 0.46726
0.1350 2.18166 0.39061
0.1350 2.35619 0.30150
0.1350 2.53073 0.22105
0.1350 2.70526 0.14512
0.1350 2.87979 0.09464
0.1350 3.05433 0.06024
0.1350 3.22886 0.03512
0.1350 3.40339 0.02089
0.1350 3.57792 0.01222
0.1350 3.75246 0.00661
0.1350 3.92699 0.00480
0.1350 4.10152 0.00306
0.1350 4.27606 0.00270
0.1350 4.45059 0.00169
0.1350 4.62512 0.00125
0.1350 4.79966 0.00173
0.1350 4.97419 0.00185
0.1350 5.14872 0.00234
0.1350 5.32325 0.00347
0.1350 5.49779 0.00476
0.1350 5.67232 0.00718
0.1350 5.84685 0.01286
0.1350 6.02139 0.02218
0.1350 6.19592 0.03524

0.1450 0.08727 0.05877
0.1450 0.26180 0.09624
0.1450 0.43633 0.14811
0.1450 0.61087 0.22317
0.1450 0.78540 0.29830
0.1450 0.95993 0.38271
0.1450 1.13446 0.46814
0.1450 1.30900 0.52884
0.1450 1.48353 0.56577
0.1450 1.65806 0.56964
0.1450 1.83260 0.53202
0.1450 2.00713 0.46785
0.1450 2.18166 0.38563
0.1450 2.35619 0.30549
0.1450 2.53073 0.21415
0.1450 2.70526 0.15099
0.1450 2.87979 0.09584
0.1450 3.05433 0.05789
0.1450 3.22886 0.03528
0.1450 3.40339 0.02111
0.1450 3.57792 0.01256
0.1450 3.75246 0.00760
0.1450 3.92699 0.00453
0.1450 4.10152 0.00343
0.1450 4.27606 0.00256
0.1450 4.45059 0.00223
0.1450 4.62512 0.00194
0.1450 4.79966 0.00157
0.1450 4.97419 0.00157
0.1450 5.14872 0.00245
0.1450 5.32325 0.00303
0.1450 5.49779 0.00486
0.1450 5.67232 0.00771
0.1450 5.84685 0.01235
0.1450 6.02139 0.02045
0.1450 6.19592 0.03481

0.1550 0.08727 0.05892
0.1550 0.26180 0.09526
0.1550 0.43633 0.14647
0.1550 0.61087 0.21697
0.1550 0.78540 0.30117
0.1550 0.95993 0.38477
0.1550 1.13446 0.46700
0.1550 1.30900 0.52897
0.1550 1.48353 0.56469
0.1550 1.65806 0.56172
0.1550 1.83260 0.53286
0.1550 2.00713 0.47427
0.1550 2.18166 0.38836
0.1550 2.35619 0.30259
0.1550 2.53073 0.21803
0.1550 2.70526 0.15035
0.1550 2.87979 0.09897
0.1550 3.05433 0.06073
0.1550 3.22886 0.03568
0.1550 3.40339 0.02218
0.1550 3.57792 0.01198
0.1550 3.75246 0.00691
0.1550 3.92699 0.00467
0.1550 4.10152 0.00346
0.1550 4.27606 0.00194
0.1550 4.45059 0.00148
0.1550 4.62512 0.00132
0.1550 4.79966 0.00128
0.1550 4.97419 0.00197
0.1550 5.14872 0.00217
0.1550 5.32325 0.00276
0.1550 5.49779 0.00418
0.1550 5.67232 0.00652
0.1550 5.84685 0.01162
0.1550 6.02139 0.02156
0.1550 6.19592 0.03578

0.1650 0.08727 0.05952
0.1650 0.26180 0.09659
0.1650 0.43633 0.15205
0.1650 0.61087 0.21544
0.1650 0.78540 0.30620
0.1650 0.95993 0.38683
0.1650 1.13446 0.47606
0.1650 1.30900 0.53248
0.1650 1.48353 0.56745
0.1650 1.65806 0.55838
0.1650 1.83260 0.53107
0.1650 2.00713 0.47120
0.1650 2.18166 0.38044
0.1650 2.35619 0.30401
0.1650 2.53073 0.21658
0.1650 2.70526 0.14538
0.1650 2.87979 0.09458
0.1650 3.05433 0.05840
0.1650 3.22886 0.03437
0.1650 3.40339 0.02037
0.1650 3.57792 0.01202
0.1650 3.75246 0.00820
0.1650 3.92699 0.00487
0.1650 4.10152 0.00336
0.1650 4.27606 0.00267
0.1650 4.45059 0.00171
0.1650 4.62512 0.00135
0.1650 4.79966 0.00201
0.1650 4.97419 0.00141
0.1650 5.14872 0.00180
0.1650 5.32325 0.00264
0.1650 5.49779 0.00475
0.1650 5.67232 0.00730
0.1650 5.84685 0.01115
0.1650 6.02139 0.02130
0.1650 6.19592 0.03563

0.1750 0.08727 0.05891
0.1750 0.26180 0.09587
0.1750 0.43633 0.15283
0.1750 0.61087 0.22155
0.1750 0.78540 0.30533
0.1750 0.95993 0.38705
0.1750 1.13446 0.46782
0.1750 1.30900 0.52908
0.1750 1.48353 0.56196
0.1750 1.65806 0.55867
0.1750 1.83260 0.53095
0.1750 2.00713 0.46464
0.1750 2.18166 0.38258
0.1750 2.35619 0.29702
0.1750 2.53073 0.22495
0.1750 2.70526 0.15387
0.1750 2.87979 0.09853
0.1750 3.05433 0.06176
0.1750 3.22886 0.03612
0.1750 3.40339 0.02018
0.1750 3.57792 0.01245
0.1750 3.75246 0.00812
0.1750 3.92699 0.00499
0.1750 4.10152 0.00324
0.1750 4.27606 0.00244
0.1750 4.45059 0.00203
0.1750 4.62512 0.00115
0.1750 4.79966 0.00165
0.1750 4.97419 0.00134
0.1750 5.14872 0.00208
0.1750 5.32325 0.00296
0.1750 5.49779 0.00398
0.1750 5.67232 0.00691
0.1750 5.84685 0.01168
0.1750 6.02139 0.02079
0.1750 6.19592 0.03409

0.1850 0.08727 0.06077
0.1850 0.26180 0.09494
0.1850 0.43633 0.14930
0.1850 0.61087 0.21701
0.1850 0.78540 0.29989
0.1850 0.95993 0.38948
0.1850 1.13446 0.46693
0.1850 1.30900 0.52768
0.1850 1.48353 0.56220
0.1850 1.65806 0.56063
0.1850 1.83260 0.52755
0.1850 2.00713 0.46616
0.1850 2.18166 0.38570
0.1850 2.35619 0.30399
0.1850 2.53073 0.22067
0.1850 2.70526 0.15734
0.1850 2.87979 0.10072
0.1850 3.05433 0.06219
0.1850 3.22886 0.03606
0.1850 3.40339 0.02061
0.1850 3.57792 0.01309
0.1850 3.75246 0.00764
0.1850 3.92699 0.00398
0.1850 4.10152 0.00266
0.1850 4.27606 0.00194
0.1850 4.45059 0.00177
0.1850 4.62512 0.00134
0.1850 4.79966 0.00152
0.1850 4.97419 0.00152
0.1850 5.14872 0.00221
0.1850 5.32325 0.00271
0.1850 5.49779 0.00413
0.1850 5.67232 0.00719
0.1850 5.84685 0.01214
0.1850 6.02139 0.01993
0.1850 6.19592 0.03596

0.1950 0.08727 0.06073
0.1950 0.26180 0.09503
0.1950 0.43633 0.15145
0.1950 0.61087 0.22285
0.1950 0.78540 0.29729
0.1950 0.95993 0.38501
0.1950 1.13446 0.46787
0.1950 1.30900 0.52503
0.1950 1.48353 0.55988
0.1950 1.65806 0.56308
0.1950 1.83260 0.53211
0.1950 2.00713 0.46587
0.1950 2.18166 0.38218
0.1950 2.35619 0.30174
0.1950 2.53073 0.21771
0.1950 2.70526 0.15460
0.1950 2.87979 0.09991
0.1950 3.05433 0.06359
0.1950 3.22886 0.03662
0.1950 3.40339 0.02180
0.1950 3.57792 0.01339
0.1950 3.75246 0.00816
0.1950 3.92699 0.00475
0.1950 4.10152 0.00309
0.1950 4.27606 0.00207
0.1950 4.45059 0.00182
0.1950 4.62512 0.00152
0.1950 4.79966 0.00177
0.1950 4.97419 0.00196
0.1950 5.14872 0.00205
0.1950 5.32325 0.00336
0.1950 5.49779 0.00408
0.1950 5.67232 0.00687
0.1950 5.84685 0.01238
0.1950 6.02139 0.02183
0.1950 6.19592 0.03612

0.2050 0.08727 0.06127
0.2050 0.26180 0.09835
0.2050 0.43633 0.15218
0.2050 0.61087 0.21869
0.2050 0.78540 0.30109
0.2050 0.95993 0.38406
0.2050 1.13446 0.46744
0.2050 1.30900 0.52864
0.2050 1.48353 0.56994
0.2050 1.65806 0.56570
0.2050 1.83260 0.53075
0.2050 2.00713 0.46267
0.2050 2.18166 0.38483
0.2050 2.35619 0.29887
0.2050 2.53073 0.21664
0.2050 2.70526 0.14918
0.2050 2.87979 0.09955
0.2050 3.05433 0.05975
0.2050 3.22886 0.03664
0.2050 3.40339 0.02034
0.2050 3.57792 0.01293
0.2050 3.75246 0.00756
0.2050 3.92699 0.00462
0.2050 4.10152 0.00296
0.2050 4.27606 0.00219
0.2050 4.45059 0.00190
0.2050 4.62512 0.00153
0.2050 4.79966 0.00164
0.2050 4.97419 0.00145
0.2050 5.14872 0.00215
0.2050 5.32325 0.00311
0.2050 5.49779 0.00530
0.2050 5.67232 0.00748
0.2050 5.84685 0.01176
0.2050 6.02139 0.02045
0.2050 6.19592 0.03596

0.2150 0.08727 0.06045
0.2150 0.26180 0.09894
0.2150 0.43633 0.15076
0.2150 0.61087 0.22132
0.2150 0.78540 0.30212
0.2150 0.95993 0.38962
0.2150 1.13446 0.46799
0.2150 1.30900 0.52507
0.2150 1.48353 0.56795
0.2150 1.65806 0.55974
0.2150 1.83260 0.52953
0.2150 2.00713 0.46526
0.2150 2.18166 0.38966
0.2150 2.35619 0.29998
0.2150 2.53073 0.21867
0.2150 2.70526 0.14894
0.2150 2.87979 0.09648
0.2150 3.05433 0.06088
0.2150 3.22886 0.03479
0.2150 3.40339 0.02076
0.2150 3.57792 0.01245
0.2150 3.75246 0.00690
0.2150 3.92699 0.00478
0.2150 4.10152 0.00264
0.2150 4.27606 0.00222
0.2150 4.45059 0.00157
0.2150 4.62512 0.00139
0.2150 4.79966 0.00151
0.2150 4.97419 0.00175
0.2150 5.14872 0.00222
0.2150 5.32325 0.00297
0.2150 5.49779 0.00444
0.2150 5.67232 0.00698
0.2150 5.84685 0.01190
0.2150 6.02139 0.02057
0.2150 6.19592 0.03639

0.2250 0.08727 0.05966
0.2250 0.26180 0.09947
0.2250 0.43633 0.14903
0.2250 0.61087 0.22093
0.2250 0.78540 0.30962
0.2250 0.95993 0.38975
0.2250 1.13446 0.46818
0.2250 1.30900 0.53136
0.2250 1.48353 0.56783
0.2250 1.65806 0.56064
0.2250 1.83260 0.53099
0.2250 2.00713 0.46327
0.2250 2.18166 0.38200
0.2250 2.35619 0.30001
0.2250 2.53073 0.21639
0.2250 2.70526 0.15064
0.2250 2.87979 0.09479
0.2250 3.05433 0.06023
0.2250 3.22886 0.03454
0.2250 3.40339 0.01996
0.2250 3.57792 0.01252
0.2250 3.75246 0.00692
0.2250 3.92699 0.00384
0.2250 4.10152 0.00265
0.2250 4.27606 0.00237
0.2250 4.45059 0.00174
0.2250 4.62512 0.00178
0.2250 4.79966 0.00145
0.2250 4.97419 0.00145
0.2250 5.14872 0.00256
0.2250 5.32325 0.00276
0.2250 5.49779 0.00425
0.2250 5.67232 0.00705
0.2250 5.84685 0.01239
0.2250 6.02139 0.02005
0.2250 6.19592 0.03649

0.2350 0.08727 0.06168
0.2350 0.26180 0.09764
0.2350 0.43633 0.15106
0.2350 0.61087 0.21840
0.2350 0.78540 0.30117
0.2350 0.95993 0.38565
0.2350 1.13446 0.46837
0.2350 1.30900 0.52689
0.2350 1.48353 0.56486
0.2350 1.65806 0.57353
0.2350 1.83260 0.52439
0.2350 2.00713 0.47005
0.2350 2.18166 0.37859
0.2350 2.35619 0.30486
0.2350 2.53073 0.21787
0.2350 2.70526 0.14956
0.2350 2.87979 0.09721
0.2350 3.05433 0.05998
0.2350 3.22886 0.03525
0.2350 3.40339 0.02068
0.2350 3.57792 0.01219
0.2350 3.75246 0.00702
0.2350 3.92699 0.00458
0.2350 4.10152 0.00286
0.2350 4.27606 0.00173
0.2350 4.45059 0.00159
0.2350 4.62512 0.00143
0.2350 4.79966 0.00164
0.2350 4.97419 0.00154
0.2350 5.14872 0.00225
0.2350 5.32325 0.00300
0.2350 5.49779 0.00440
0.2350 5.67232 0.00769
0.2350 5.84685 0.01247
0.2350 6.02139 0.02077
0.2350 6.19592 0.03673

0.2450 0.08727 0.06032
0.2450 0.26180 0.09907
0.2450 0.43633 0.15095
0.2450 0.61087 0.21967
0.2450 0.78540 0.30002
0.2450 0.95993 0.38904
0.2450 1.13446 0.46886
0.2450 1.30900 0.53605
0.2450 1.48353 0.56313
0.2450 1.65806 0.56430
0.2450 1.83260 0.52984
0.2450 2.00713 0.46669
0.2450 2.18166 0.38748
0.2450 2.35619 0.29960
0.2450 2.53073 0.21629
0.2450 2.70526 0.15000
0.2450 2.87979 0.09459
0.2450 3.05433 0.05826
0.2450 3.22886 0.03524
0.2450 3.40339 0.02034
0.2450 3.57792 0.01096
0.2450 3.75246 0.00742
0.2450 3.92699 0.00425
0.2450 4.10152 0.00242
0.2450 4.27606 0.00195
0.2450 4.45059 0.00155
0.2450 4.62512 0.00141
0.2450 4.79966 0.00155
0.2450 4.97419 0.00165
0.2450 5.14872 0.00216
0.2450 5.32325 0.00306
0.2450 5.49779 0.00423
0.2450 5.67232 0.00731
0.2450 5.84685 0.01218
0.2450 6.02139 0.02178
0.2450 6.19592 0.03596

0.2550 0.08727 0.05848
0.2550 0.26180 0.09742
0.2550 0.43633 0.14664
0.2550 0.61087 0.21904
0.2550 0.78540 0.29817
0.2550 0.95993 0.38663
0.2550 1.13446 0.46705
0.2550 1.30900 0.53607
0.2550 1.48353 0.56963
0.2550 1.65806 0.57276
0.2550 1.83260 0.53516
0.2550 2.00713 0.46962
0.2550 2.18166 0.38291
0.2550 2.35619 0.29617
0.2550 2.53073 0.21789
0.2550 2.70526 0.15047
0.2550 2.87979 0.09484
0.2550 3.05433 0.05781
0.2550 3.22886 0.03521
0.2550 3.40339 0.02099
0.2550 3.57792 0.01211
0.2550 3.75246 0.00626
0.2550 3.92699 0.00498
0.2550 4.10152 0.00262
0.2550 4.27606 0.00159
