# P(phi|x) [1/rad]: each x column normalized over phi. blank line separates x scans (for surf)
x phi p
0.0250 5.14872 0.00000
0.0250 5.32325 0.00000
0.0250 5.49779 0.00040
0.0250 5.67232 0.00242
0.0250 5.84685 0.01734
0.0250 6.02139 0.16612
0.0250 6.19592 0.59695

0.0350 0.08727 0.97411
0.0350 0.26180 0.70134
0.0350 0.43633 0.23016
0.0350 0.61087 0.03919
0.0350 0.78540 0.00609
0.0350 0.95993 0.00076
0.0350 1.13446 0.00019
0.0350 1.30900 0.00038
0.0350 1.48353 0.00000
0.0350 1.65806 0.00019
0.0350 1.83260 0.00000
0.0350 2.00713 0.00019
0.0350 2.18166 0.00114
0.0350 2.35619 0.00514
0.0350 2.53073 0.04813
0.0350 2.70526 0.26650
0.0350 2.87979 0.74699
0.0350 3.05433 1.06332
0.0350 3.22886 0.65949
0.0350 3.40339 0.16625
0.0350 3.57792 0.01902
0.0350 3.75246 0.00133
0.0350 3.92699 0.00019
0.0350 4.10152 0.00000
0.0350 4.27606 0.00000
0.0350 4.45059 0.00000
0.0350 4.62512 0.00000
0.0350 4.79966 0.00000
0.0350 4.97419 0.00000
0.0350 5.14872 0.00000
0.0350 5.32325 0.00000
0.0350 5.49779 0.00000
0.0350 5.67232 0.00171
0.0350 5.84685 0.01978
0.0350 6.02139 0.16035
0.0350 6.19592 0.61764

0.0450 0.08727 0.98335
0.0450 0.26180 0.68071
0.0450 0.43633 0.22144
0.0450 0.61087 0.04375
0.0450 0.78540 0.00450
0.0450 0.95993 0.00090
0.0450 1.13446 0.00000
0.0450 1.30900 0.00000
0.0450 1.48353 0.00000
0.0450 1.65806 0.00000
0.0450 1.83260 0.00000
0.0450 2.00713 0.00000
0.0450 2.18166 0.00018
0.0450 2.35619 0.00648
0.0450 2.53073 0.04447
0.0450 2.70526 0.24053
0.0450 2.87979 0.76172
0.0450 3.05433 1.05068
0.0450 3.22886 0.68053
0.0450 3.40339 0.17661
0.0450 3.57792 0.02214
0.0450 3.75246 0.00198
0.0450 3.92699 0.00018
0.0450 4.10152 0.00000
0.0450 4.27606 0.00000
0.0450 4.45059 0.00000
0.0450 4.62512 0.00000
0.0450 4.79966 0.00000
0.0450 4.97419 0.00000
0.0450 5.14872 0.00018
0.0450 5.32325 0.00000
0.0450 5.49779 0.00018
0.0450 5.67232 0.00162
0.0450 5.84685 0.02286
0.0450 6.02139 0.16599
0.0450 6.19592 0.61860

0.0550 0.08727 0.96486
0.0550 0.26180 0.70502
0.0550 0.43633 0.22284
0.0550 0.61087 0.04181
0.0550 0.78540 0.00415
0.0550 0.95993 0.00066
0.0550 1.13446 0.00000
0.0550 1.30900 0.00000
0.0550 1.48353 0.00000
0.0550 1.65806 0.00000
0.0550 1.83260 0.00000
0.0550 2.00713 0.00000
0.0550 2.18166 0.00083
0.0550 2.35619 0.00664
0.0550 2.53073 0.04646
0.0550 2.70526 0.24889
0.0550 2.87979 0.74982
0.0550 3.05433 1.07420
0.0550 3.22886 0.65491
0.0550 3.40339 0.18318
0.0550 3.57792 0.02754
0.0550 3.75246 0.00232
0.0550 3.92699 0.00017
0.0550 4.10152 0.00000
0.0550 4.27606 0.00000
0.0550 4.45059 0.00000
0.0550 4.62512 0.00000
0.0550 4.79966 0.00000
0.0550 4.97419 0.00000
0.0550 5.14872 0.00000
0.0550 5.32325 0.00000
0.0550 5.49779 0.00000
0.0550 5.67232 0.00133
0.0550 5.84685 0.02306
0.0550 6.02139 0.15647
0.0550 6.19592 0.61442

0.0650 0.08727 1.00417
0.0650 0.26180 0.69589
0.0650 0.43633 0.22835
0.0650 0.61087 0.04478
0.0650 0.78540 0.00581
0.0650 0.95993 0.00031
0.0650 1.13446 0.00000
0.0650 1.30900 0.00000
0.0650 1.48353 0.00000
0.0650 1.65806 0.00000
0.0650 1.83260 0.00000
0.0650 2.00713 0.00000
0.0650 2.18166 0.00061
0.0650 2.35619 0.00657
0.0650 2.53073 0.03882
0.0650 2.70526 0.24241
0.0650 2.87979 0.74663
0.0650 3.05433 1.07173
0.0650 3.22886 0.64851
0.0650 3.40339 0.17455
0.0650 3.57792 0.02354
0.0650 3.75246 0.00153
0.0650 3.92699 0.00015
0.0650 4.10152 0.00000
0.0650 4.27606 0.00000
0.0650 4.45059 0.00000
0.0650 4.62512 0.00000
0.0650 4.79966 0.00000
0.0650 4.97419 0.00000
0.0650 5.14872 0.00000
0.0650 5.32325 0.00000
0.0650 5.49779 0.00015
0.0650 5.67232 0.00122
0.0650 5.84685 0.02109
0.0650 6.02139 0.15666
0.0650 6.19592 0.61611

0.0750 0.08727 1.01210
0.0750 0.26180 0.71055
0.0750 0.43633 0.23819
0.0750 0.61087 0.04353
0.0750 0.78540 0.00638
0.0750 0.95993 0.00125
0.0750 1.13446 0.00000
0.0750 1.30900 0.00014
0.0750 1.48353 0.00000
0.0750 1.65806 0.00014
0.0750 1.83260 0.00000
0.0750 2.00713 0.00000
0.0750 2.18166 0.00055
0.0750 2.35619 0.00416
0.0750 2.53073 0.05213
0.0750 2.70526 0.24276
0.0750 2.87979 0.72746
0.0750 3.05433 1.05009
0.0750 3.22886 0.64386
0.0750 3.40339 0.17927
0.0750 3.57792 0.02149
0.0750 3.75246 0.00125
0.0750 3.92699 0.00014
0.0750 4.10152 0.00000
0.0750 4.27606 0.00000
0.0750 4.45059 0.00000
0.0750 4.62512 0.00000
0.0750 4.79966 0.00000
0.0750 4.97419 0.00000
0.0750 5.14872 0.00000
0.0750 5.32325 0.00000
0.0750 5.49779 0.00014
0.0750 5.67232 0.00194
0.0750 5.84685 0.01913
0.0750 6.02139 0.16540
0.0750 6.19592 0.60754

0.0850 0.08727 1.04127
0.0850 0.26180 0.70418
0.0850 0.43633 0.23956
0.0850 0.61087 0.04536
0.0850 0.78540 0.00446
0.0850 0.95993 0.00062
0.0850 1.13446 0.00000
0.0850 1.30900 0.00000
0.0850 1.48353 0.00000
0.0850 1.65806 0.00000
0.0850 1.83260 0.00000
0.0850 2.00713 0.00000
0.0850 2.18166 0.00025
0.0850 2.35619 0.00607
0.0850 2.53073 0.04003
0.0850 2.70526 0.24501
0.0850 2.87979 0.73305
0.0850 3.05433 1.04276
0.0850 3.22886 0.63490
0.0850 3.40339 0.16619
0.0850 3.57792 0.02466
0.0850 3.75246 0.00099
0.0850 3.92699 0.00000
0.0850 4.10152 0.00000
0.0850 4.27606 0.00000
0.0850 4.45059 0.00000
0.0850 4.62512 0.00000
0.0850 4.79966 0.00000
0.0850 4.97419 0.00000
0.0850 5.14872 0.00000
0.0850 5.32325 0.00000
0.0850 5.49779 0.00025
0.0850 5.67232 0.00099
0.0850 5.84685 0.02169
0.0850 6.02139 0.15727
0.0850 6.19592 0.62003

0.0950 0.08727 1.00983
0.0950 0.26180 0.71397
0.0950 0.43633 0.22980
0.0950 0.61087 0.04105
0.0950 0.78540 0.00493
0.0950 0.95993 0.00079
0.0950 1.13446 0.00000
0.0950 1.30900 0.00022
0.0950 1.48353 0.00000
0.0950 1.65806 0.00011
0.0950 1.83260 0.00000
0.0950 2.00713 0.00000
0.0950 2.18166 0.00045
0.0950 2.35619 0.00583
0.0950 2.53073 0.04643
0.0950 2.70526 0.24640
0.0950 2.87979 0.74279
0.0950 3.05433 1.04067
0.0950 3.22886 0.66888
0.0950 3.40339 0.16565
0.0950 3.57792 0.02221
0.0950 3.75246 0.00067
0.0950 3.92699 0.00000
0.0950 4.10152 0.00000
0.0950 4.27606 0.00000
0.0950 4.45059 0.00000
0.0950 4.62512 0.00000
0.0950 4.79966 0.00000
0.0950 4.97419 0.00000
0.0950 5.14872 0.00000
0.0950 5.32325 0.00000
0.0950 5.49779 0.00000
0.0950 5.67232 0.00101
0.0950 5.84685 0.02086
0.0950 6.02139 0.16273
0.0950 6.19592 0.60428

0.1050 0.08727 0.97561
0.1050 0.26180 0.68645
0.1050 0.43633 0.22401
0.1050 0.61087 0.04270
0.1050 0.78540 0.00421
0.1050 0.95993 0.00080
0.1050 1.13446 0.00010
0.1050 1.30900 0.00000
0.1050 1.48353 0.00000
0.1050 1.65806 0.00000
0.1050 1.83260 0.00010
0.1050 2.00713 0.00010
0.1050 2.18166 0.00030
0.1050 2.35619 0.00541
0.1050 2.53073 0.04370
0.1050 2.70526 0.24706
0.1050 2.87979 0.76844
0.1050 3.05433 1.07744
0.1050 3.22886 0.66531
0.1050 3.40339 0.18281
0.1050 3.57792 0.02085
0.1050 3.75246 0.00190
0.1050 3.92699 0.00000
0.1050 4.10152 0.00000
0.1050 4.27606 0.00000
0.1050 4.45059 0.00000
0.1050 4.62512 0.00000
0.1050 4.79966 0.00000
0.1050 4.97419 0.00000
0.1050 5.14872 0.00000
0.1050 5.32325 0.00000
0.1050 5.49779 0.00020
0.1050 5.67232 0.00160
0.1050 5.84685 0.02035
0.1050 6.02139 0.15455
0.1050 6.19592 0.60557

0.1150 0.08727 0.97339
0.1150 0.26180 0.68266
0.1150 0.43633 0.22350
0.1150 0.61087 0.03974
0.1150 0.78540 0.00469
0.1150 0.95993 0.00063
0.1150 1.13446 0.00036
0.1150 1.30900 0.00018
0.1150 1.48353 0.00000
0.1150 1.65806 0.00000
0.1150 1.83260 0.00000
0.1150 2.00713 0.00009
0.1150 2.18166 0.00018
0.1150 2.35619 0.00514
0.1150 2.53073 0.04434
0.1150 2.70526 0.25198
0.1150 2.87979 0.78125
0.1150 3.05433 1.08469
0.1150 3.22886 0.67004
0.1150 3.40339 0.18069
0.1150 3.57792 0.02190
0.1150 3.75246 0.00225
0.1150 3.92699 0.00000
0.1150 4.10152 0.00000
0.1150 4.27606 0.00000
0.1150 4.45059 0.00000
0.1150 4.62512 0.00000
0.1150 4.79966 0.00000
0.1150 4.97419 0.00000
0.1150 5.14872 0.00000
0.1150 5.32325 0.00000
0.1150 5.49779 0.00009
0.1150 5.67232 0.00081
0.1150 5.84685 0.01811
0.1150 6.02139 0.15996
0.1150 6.19592 0.58290

0.1250 0.08727 0.97905
0.1250 0.26180 0.68096
0.1250 0.43633 0.22340
0.1250 0.61087 0.03966
0.1250 0.78540 0.00375
0.1250 0.95993 0.00041
0.1250 1.13446 0.00016
0.1250 1.30900 0.00008
0.1250 1.48353 0.00008
0.1250 1.65806 0.00000
0.1250 1.83260 0.00000
0.1250 2.00713 0.00008
0.1250 2.18166 0.00033
0.1250 2.35619 0.00456
0.1250 2.53073 0.04789
0.1250 2.70526 0.24816
0.1250 2.87979 0.77137
0.1250 3.05433 1.09576
0.1250 3.22886 0.66842
0.1250 3.40339 0.17527
0.1250 3.57792 0.02044
0.1250 3.75246 0.00130
0.1250 3.92699 0.00008
0.1250 4.10152 0.00000
0.1250 4.27606 0.00000
0.1250 4.45059 0.00000
0.1250 4.62512 0.00000
0.1250 4.79966 0.00000
0.1250 4.97419 0.00000
0.1250 5.14872 0.00000
0.1250 5.32325 0.00000
0.1250 5.49779 0.00000
0.1250 5.67232 0.00098
0.1250 5.84685 0.02036
0.1250 6.02139 0.15784
0.1250 6.19592 0.58917

0.1350 0.08727 0.97856
0.1350 0.26180 0.67150
0.1350 0.43633 0.22454
0.1350 0.61087 0.03631
0.1350 0.78540 0.00462
0.1350 0.95993 0.00037
0.1350 1.13446 0.00007
0.1350 1.30900 0.00007
0.1350 1.48353 0.00000
0.1350 1.65806 0.00000
0.1350 1.83260 0.00000
0.1350 2.00713 0.00007
0.1350 2.18166 0.00081
0.1350 2.35619 0.00565
0.1350 2.53073 0.04519
0.1350 2.70526 0.25447
0.1350 2.87979 0.76759
0.1350 3.05433 1.09322
0.1350 3.22886 0.66900
0.1350 3.40339 0.17400
0.1350 3.57792 0.02421
0.1350 3.75246 0.00183
0.1350 3.92699 0.00015
0.1350 4.10152 0.00000
0.1350 4.27606 0.00000
0.1350 4.45059 0.00000
0.1350 4.62512 0.00000
0.1350 4.79966 0.00000
0.1350 4.97419 0.00000
0.1350 5.14872 0.00000
0.1350 5.32325 0.00007
0.1350 5.49779 0.00007
0.1350 5.67232 0.00154
0.1350 5.84685 0.02149
0.1350 6.02139 0.15573
0.1350 6.19592 0.59843

0.1450 0.08727 0.96442
0.1450 0.26180 0.68246
0.1450 0.43633 0.21881
0.1450 0.61087 0.03967
0.1450 0.78540 0.00466
0.1450 0.95993 0.00079
0.1450 1.13446 0.00000
0.1450 1.30900 0.00000
0.1450 1.48353 0.00000
0.1450 1.65806 0.00000
0.1450 1.83260 0.00000
0.1450 2.00713 0.00013
0.1450 2.18166 0.00046
0.1450 2.35619 0.00557
0.1450 2.53073 0.04603
0.1450 2.70526 0.24799
0.1450 2.87979 0.77164
0.1450 3.05433 1.10605
0.1450 3.22886 0.66522
0.1450 3.40339 0.18471
0.1450 3.57792 0.02328
0.1450 3.75246 0.00164
0.1450 3.92699 0.00000
0.1450 4.10152 0.00000
0.1450 4.27606 0.00000
0.1450 4.45059 0.00000
0.1450 4.62512 0.00000
0.1450 4.79966 0.00000
0.1450 4.97419 0.00000
0.1450 5.14872 0.00000
0.1450 5.32325 0.00000
0.1450 5.49779 0.00007
0.1450 5.67232 0.00151
0.1450 5.84685 0.02039
0.1450 6.02139 0.15514
0.1450 6.19592 0.58896

0.1550 0.08727 0.95901
0.1550 0.26180 0.67702
0.1550 0.43633 0.22512
0.1550 0.61087 0.03774
0.1550 0.78540 0.00459
0.1550 0.95993 0.00042
0.1550 1.13446 0.00012
0.1550 1.30900 0.00000
0.1550 1.48353 0.00000
0.1550 1.65806 0.00000
0.1550 1.83260 0.00000
0.1550 2.00713 0.00012
0.1550 2.18166 0.00048
0.1550 2.35619 0.00584
0.1550 2.53073 0.04585
0.1550 2.70526 0.25302
0.1550 2.87979 0.78338
0.1550 3.05433 1.08731
0.1550 3.22886 0.66963
0.1550 3.40339 0.18058
0.1550 3.57792 0.02325
0.1550 3.75246 0.00185
0.1550 3.92699 0.00018
0.1550 4.10152 0.00000
0.1550 4.27606 0.00000
0.1550 4.45059 0.00000
0.1550 4.62512 0.00000
0.1550 4.79966 0.00000
0.1550 4.97419 0.00000
0.1550 5.14872 0.00000
0.1550 5.32325 0.00000
0.1550 5.49779 0.00000
0.1550 5.67232 0.00167
0.1550 5.84685 0.01950
0.1550 6.02139 0.15876
0.1550 6.19592 0.59415

0.1650 0.08727 0.96056
0.1650 0.26180 0.67926
0.1650 0.43633 0.22604
0.1650 0.61087 0.03970
0.1650 0.78540 0.00542
0.1650 0.95993 0.00075
0.1650 1.13446 0.00000
0.1650 1.30900 0.00000
0.1650 1.48353 0.00000
0.1650 1.65806 0.00000
0.1650 1.83260 0.00000
0.1650 2.00713 0.00000
0.1650 2.18166 0.00086
0.1650 2.35619 0.00526
0.1650 2.53073 0.04555
0.1650 2.70526 0.25491
0.1650 2.87979 0.78045
0.1650 3.05433 1.08756
0.1650 3.22886 0.66681
0.1650 3.40339 0.17507
0.1650 3.57792 0.02318
0.1650 3.75246 0.00177
0.1650 3.92699 0.00016
0.1650 4.10152 0.00000
0.1650 4.27606 0.00000
0.1650 4.45059 0.00000
0.1650 4.62512 0.00000
0.1650 4.79966 0.00000
0.1650 4.97419 0.00000
0.1650 5.14872 0.00000
0.1650 5.32325 0.00000
0.1650 5.49779 0.00011
0.1650 5.67232 0.00215
0.1650 5.84685 0.01974
0.1650 6.02139 0.15436
0.1650 6.19592 0.59990

0.1750 0.08727 0.96731
0.1750 0.26180 0.68354
0.1750 0.43633 0.22155
0.1750 0.61087 0.04216
0.1750 0.78540 0.00512
0.1750 0.95993 0.00039
0.1750 1.13446 0.00005
0.1750 1.30900 0.00005
0.1750 1.48353 0.00005
0.1750 1.65806 0.00000
0.1750 1.83260 0.00000
0.1750 2.00713 0.00024
0.1750 2.18166 0.00059
0.1750 2.35619 0.00634
0.1750 2.53073 0.04475
0.1750 2.70526 0.25147
0.1750 2.87979 0.76786
0.1750 3.05433 1.10034
0.1750 3.22886 0.66792
0.1750 3.40339 0.17905
0.1750 3.57792 0.02396
0.1750 3.75246 0.00200
0.1750 3.92699 0.00005
0.1750 4.10152 0.00000
0.1750 4.27606 0.00000
0.1750 4.45059 0.00000
0.1750 4.62512 0.00000
0.1750 4.79966 0.00000
0.1750 4.97419 0.00000
0.1750 5.14872 0.00000
0.1750 5.32325 0.00000
0.1750 5.49779 0.00005
0.1750 5.67232 0.00137
0.1750 5.84685 0.01893
0.1750 6.02139 0.15596
0.1750 6.19592 0.58848

0.1850 0.08727 0.97315
0.1850 0.26180 0.68880
0.1850 0.43633 0.21481
0.1850 0.61087 0.03812
0.1850 0.78540 0.00554
0.1850 0.95993 0.00045
0.1850 1.13446 0.00018
0.1850 1.30900 0.00000
0.1850 1.48353 0.00000
0.1850 1.65806 0.00000
0.1850 1.83260 0.00000
0.1850 2.00713 0.00009
0.1850 2.18166 0.00054
0.1850 2.35619 0.00514
0.1850 2.53073 0.04647
0.1850 2.70526 0.25583
0.1850 2.87979 0.77335
0.1850 3.05433 1.08942
0.1850 3.22886 0.66865
0.1850 3.40339 0.17571
0.1850 3.57792 0.02346
0.1850 3.75246 0.00197
0.1850 3.92699 0.00000
0.1850 4.10152 0.00004
0.1850 4.27606 0.00000
0.1850 4.45059 0.00004
0.1850 4.62512 0.00000
0.1850 4.79966 0.00000
0.1850 4.97419 0.00000
0.1850 5.14872 0.00000
0.1850 5.32325 0.00000
0.1850 5.49779 0.00004
0.1850 5.67232 0.00201
0.1850 5.84685 0.01890
0.1850 6.02139 0.15774
0.1850 6.19592 0.58911

0.1950 0.08727 0.96288
0.1950 0.26180 0.67400
0.1950 0.43633 0.22067
0.1950 0.61087 0.03914
0.1950 0.78540 0.00522
0.1950 0.95993 0.00050
0.1950 1.13446 0.00004
0.1950 1.30900 0.00008
0.1950 1.48353 0.00000
0.1950 1.65806 0.00004
0.1950 1.83260 0.00000
0.1950 2.00713 0.00008
0.1950 2.18166 0.00029
0.1950 2.35619 0.00489
0.1950 2.53073 0.04706
0.1950 2.70526 0.25119
0.1950 2.87979 0.77754
0.1950 3.05433 1.10498
0.1950 3.22886 0.67587
0.1950 3.40339 0.17867
0.1950 3.57792 0.02484
0.1950 3.75246 0.00149
0.1950 3.92699 0.00008
0.1950 4.10152 0.00000
0.1950 4.27606 0.00000
0.1950 4.45059 0.00000
0.1950 4.62512 0.00000
0.1950 4.79966 0.00000
0.1950 4.97419 0.00000
0.1950 5.14872 0.00000
0.1950 5.32325 0.00000
0.1950 5.49779 0.00004
0.1950 5.67232 0.00108
0.1950 5.84685 0.02040
0.1950 6.02139 0.15304
0.1950 6.19592 0.58543

0.2050 0.08727 0.96113
0.2050 0.26180 0.67191
0.2050 0.43633 0.21899
0.2050 0.61087 0.03776
0.2050 0.78540 0.00470
0.2050 0.95993 0.00062
0.2050 1.13446 0.00012
0.2050 1.30900 0.00008
0.2050 1.48353 0.00008
0.2050 1.65806 0.00000
0.2050 1.83260 0.00000
0.2050 2.00713 0.00000
0.2050 2.18166 0.00054
0.2050 2.35619 0.00513
0.2050 2.53073 0.04437
0.2050 2.70526 0.25247
0.2050 2.87979 0.78405
0.2050 3.05433 1.09523
0.2050 3.22886 0.68571
0.2050 3.40339 0.17921
0.2050 3.57792 0.02333
0.2050 3.75246 0.00148
0.2050 3.92699 0.00016
0.2050 4.10152 0.00000
0.2050 4.27606 0.00000
0.2050 4.45059 0.00000
0.2050 4.62512 0.00004
0.2050 4.79966 0.00000
0.2050 4.97419 0.00000
0.2050 5.14872 0.00000
0.2050 5.32325 0.00000
0.2050 5.49779 0.00004
0.2050 5.67232 0.00210
0.2050 5.84685 0.01983
0.2050 6.02139 0.15270
0.2050 6.19592 0.58780

0.2150 0.08727 0.94849
0.2150 0.26180 0.67027
0.2150 0.43633 0.21865
0.2150 0.61087 0.03823
0.2150 0.78540 0.00517
0.2150 0.95993 0.00054
0.2150 1.13446 0.00011
0.2150 1.30900 0.00000
0.2150 1.48353 0.00000
0.2150 1.65806 0.00004
0.2150 1.83260 0.00004
0.2150 2.00713 0.00011
0.2150 2.18166 0.00076
0.2150 2.35619 0.00615
0.2150 2.53073 0.04553
0.2150 2.70526 0.25196
0.2150 2.87979 0.78264
0.2150 3.05433 1.11965
0.2150 3.22886 0.68647
0.2150 3.40339 0.18129
0.2150 3.57792 0.02257
0.2150 3.75246 0.00141
0.2150 3.92699 0.00011
0.2150 4.10152 0.00000
0.2150 4.27606 0.00000
0.2150 4.45059 0.00000
0.2150 4.62512 0.00000
0.2150 4.79966 0.00000
0.2150 4.97419 0.00000
0.2150 5.14872 0.00000
0.2150 5.32325 0.00000
0.2150 5.49779 0.00004
0.2150 5.67232 0.00141
0.2150 5.84685 0.01928
0.2150 6.02139 0.15077
0.2150 6.19592 0.57791

0.2250 0.08727 0.95102
0.2250 0.26180 0.66351
0.2250 0.43633 0.21814
0.2250 0.61087 0.03723
0.2250 0.78540 0.00459
0.2250 0.95993 0.00041
0.2250 1.13446 0.00010
0.2250 1.30900 0.00000
0.2250 1.48353 0.00000
0.2250 1.65806 0.00000
0.2250 1.83260 0.00003
0.2250 2.00713 0.00003
0.2250 2.18166 0.00037
0.2250 2.35619 0.00595
0.2250 2.53073 0.04607
0.2250 2.70526 0.26407
0.2250 2.87979 0.78116
0.2250 3.05433 1.11195
0.2250 3.22886 0.68325
0.2250 3.40339 0.17866
0.2250 3.57792 0.02392
0.2250 3.75246 0.00166
0.2250 3.92699 0.00010
0.2250 4.10152 0.00000
0.2250 4.27606 0.00000
0.2250 4.45059 0.00000
0.2250 4.62512 0.00000
0.2250 4.79966 0.00000
0.2250 4.97419 0.00000
0.2250 5.14872 0.00003
0.2250 5.32325 0.00000
0.2250 5.49779 0.00007
0.2250 5.67232 0.00126
0.2250 5.84685 0.02072
0.2250 6.02139 0.15865
0.2250 6.19592 0.57661

0.2350 0.08727 0.95840
0.2350 0.26180 0.66541
0.2350 0.43633 0.21257
0.2350 0.61087 0.03860
0.2350 0.78540 0.00441
0.2350 0.95993 0.00042
0.2350 1.13446 0.00016
0.2350 1.30900 0.00006
0.2350 1.48353 0.00000
0.2350 1.65806 0.00000
0.2350 1.83260 0.00003
0.2350 2.00713 0.00013
0.2350 2.18166 0.00058
0.2350 2.35619 0.00495
0.2350 2.53073 0.04374
0.2350 2.70526 0.25503
0.2350 2.87979 0.78666
0.2350 3.05433 1.11783
0.2350 3.22886 0.67784
0.2350 3.40339 0.17563
0.2350 3.57792 0.02457
0.2350 3.75246 0.00173
0.2350 3.92699 0.00010
0.2350 4.10152 0.00000
0.2350 4.27606 0.00000
0.2350 4.45059 0.00000
0.2350 4.62512 0.00000
0.2350 4.79966 0.00000
0.2350 4.97419 0.00000
0.2350 5.14872 0.00000
0.2350 5.32325 0.00000
0.2350 5.49779 0.00010
0.2350 5.67232 0.00169
0.2350 5.84685 0.01914
0.2350 6.02139 0.15487
0.2350 6.19592 0.58496

0.2450 0.08727 0.95127
0.2450 0.26180 0.68155
0.2450 0.43633 0.22060
0.2450 0.61087 0.03881
0.2450 0.78540 0.00548
0.2450 0.95993 0.00052
0.2450 1.13446 0.00003
0.2450 1.30900 0.00003
0.2450 1.48353 0.00000
0.2450 1.65806 0.00000
0.2450 1.83260 0.00000
0.2450 2.00713 0.00003
0.2450 2.18166 0.00070
0.2450 2.35619 0.00450
0.2450 2.53073 0.04319
0.2450 2.70526 0.25557
0.2450 2.87979 0.77797
0.2450 3.05433 1.10309
0.2450 3.22886 0.68161
0.2450 3.40339 0.18006
0.2450 3.57792 0.02240
0.2450 3.75246 0.00149
0.2450 3.92699 0.00009
0.2450 4.10152 0.00000
0.2450 4.27606 0.00000
0.2450 4.45059 0.00000
0.2450 4.62512 0.00000
0.2450 4.79966 0.00000
0.2450 4.97419 0.00000
0.2450 5.14872 0.00000
0.2450 5.32325 0.00000
0.2450 5.49779 0.00009
0.2450 5.67232 0.00128
0.2450 5.84685 0.02000
0.2450 6.02139 0.15608
0.2450 6.19592 0.58315

0.2550 0.08727 0.96430
0.2550 0.26180 0.67325
0.2550 0.43633 0.22353
0.2550 0.61087 0.04031
0.2550 0.78540 0.00414
0.2550 0.95993 0.00069
0.2550 1.13446 0.00011
0.2550 1.30900 0.00003
0.2550 1.48353 0.00006
0.2550 1.65806 0.00000
0.2550 1.83260 0.00000
0.2550 2.00713 0.00006
0.2550 2.18166 0.00066
0.2550 2.35619 0.00549
0.2550 2.53073 0.04264
0.2550 2.70526 0.25700
0.2550 2.87979 0.77770
0.2550 3.05433 1.10260
0.2550 3.22886 0.66986
0.2550 3.40339 0.18019
0.2550 3.57792 0.02227
0.2550 3.75246 0.00158
0.2550 3.92699 0.00000
0.2550 4.10152 0.00003
0.2550 4.27606 0.00000
